n,V,resultado,tiempo (programaciondinamica)
110,760,2,140.998
110,760,2,112.315
110,760,2,74.1308
110,760,2,83.1399
110,760,2,87.0842
110,760,2,75.2927
110,760,2,77.1185
110,760,2,72.5072
110,760,2,73.803
110,760,2,74.0317
110,760,2,71.9076
110,760,2,72.2007
110,760,2,75.5592
110,760,2,80.0954
110,760,2,73.6403
110,760,2,80.7012
110,770,2,84.2641
110,770,2,93.5203
110,770,2,91.5914
110,770,2,96.3549
110,770,2,99.8366
110,770,2,77.3675
110,770,2,89.0029
110,770,2,80.1528
110,770,2,77.7911
110,770,2,85.342
110,770,2,80.0488
110,770,2,77.6482
110,770,2,77.2083
110,770,2,79.9496
110,770,2,87.9757
110,770,2,94.3384
110,770,2,100.843
110,770,2,146.459
110,770,2,90.7013
110,770,2,81.3376
110,780,2,66.3025
110,780,2,78.0539
110,780,2,78.9807
110,780,2,92.4481
110,780,2,77.484
110,780,2,75.335
110,780,2,78.7946
110,780,2,124.742
110,780,2,79.0848
110,780,2,93.5016
110,780,2,94.5566
110,780,2,71.2136
110,780,2,72.5524
110,780,2,71.3754
110,780,2,77.9572
110,780,2,94.4486
110,780,2,94.343
110,780,2,120.03
110,780,2,115.341
110,780,2,111.427
110,790,2,77.648
110,790,2,80.3042
110,790,2,76.3068
110,790,2,78.022
110,790,2,74.5768
110,790,2,78.2207
110,790,2,100.254
110,790,2,73.8144
110,790,2,100.921
110,790,2,108.015
110,790,2,108.115
110,790,2,101.813
110,790,2,102.607
110,790,2,102.034
110,790,2,73.601
110,790,2,84.2776
110,790,2,70.5505
110,790,2,70.6074
110,790,2,94.1811
110,790,2,136.619
110,800,1,90.975
110,800,1,81.1629
110,800,1,78.198
110,800,1,80.4031
110,800,1,79.8963
110,800,1,79.5589
110,800,1,102.691
110,800,1,117.765
110,800,1,93.8439
110,800,1,101.772
110,800,1,98.1579
110,800,1,118.381
110,800,1,99.7894
110,800,1,128.908
110,800,1,96.6148
110,800,1,81.2485
110,800,1,83.5175
110,800,1,85.0647
110,800,1,82.6337
110,800,1,78.8907
110,810,2,90.2842
110,810,2,108.711
110,810,2,116.891
110,810,2,76.5221
110,810,2,83.9836
110,810,2,77.2047
110,810,2,82.7402
110,810,2,73.2594
110,810,2,70.941
110,810,2,93.0397
110,810,2,93.0712
110,810,2,77.8228
110,810,2,76.3467
110,810,2,73.5306
110,810,2,71.8966
110,810,2,71.1856
110,810,2,74.2851
110,810,2,79.5921
110,810,2,71.2605
110,810,2,73.9373
110,820,2,73.4917
110,820,2,75.3467
110,820,2,69.9339
110,820,2,92.8651
110,820,2,94.1463
110,820,2,113.501
110,820,2,102.997
110,820,2,101.555
110,820,2,75.3902
110,820,2,75.2332
110,820,2,84.3352
110,820,2,82.7177
110,820,2,77.1927
110,820,2,81.8631
110,820,2,90.5816
110,820,2,76.1525
110,820,2,79.6642
110,820,2,73.1288
110,820,2,80.8178
110,820,2,89.3621
110,830,2,90.6818
110,830,2,94.0806
110,830,2,106.048
110,830,2,88.72
110,830,2,81.8229
110,830,2,71.5986
110,830,2,73.8524
110,830,2,75.844
110,830,2,85.3284
110,830,2,101.132
110,830,2,81.4237
110,830,2,93.111
110,830,2,85.175
110,830,2,76.6984
110,830,2,80.4117
110,830,2,82.9972
110,830,2,130.3
110,830,2,88.9265
110,830,2,79.2527
110,830,2,76.7528
110,840,2,83.3848
110,840,2,79.3214
110,840,2,85.4042
110,840,2,74.6171
110,840,2,78.0677
110,840,2,76.5489
110,840,2,86.1986
110,840,2,71.6937
110,840,2,70.5081
110,840,2,76.4996
110,840,2,67.4438
110,840,2,67.7183
110,840,2,68.1155
110,840,2,70.0952
110,840,2,86.8501
110,840,2,84.0856
110,840,2,71.2581
110,840,2,68.3172
110,840,2,79.7151
110,840,2,69.0461
110,850,2,80.1449
110,850,2,75.0702
110,850,2,75.4685
110,850,2,75.1013
110,850,2,76.0319
110,850,2,78.6445
110,850,2,81.6733
110,850,2,87.023
110,850,2,88.815
110,850,2,87.3621
110,850,2,90.9967
110,850,2,100.422
110,850,2,78.4211
110,850,2,79.1862
110,850,2,80.3456
110,850,2,92.1549
110,850,2,83.5497
110,850,2,75.7218
110,850,2,85.14
110,850,2,82.6096
110,860,2,82.3163
110,860,2,86.2424
110,860,2,71.9085
110,860,2,71.3012
110,860,2,70.9029
110,860,2,71.4844
110,860,2,70.3592
110,860,2,70.3433
110,860,2,70.355
110,860,2,98.0844
110,860,2,82.49
110,860,2,95.0394
110,860,2,87.0266
110,860,2,82.8588
110,860,2,82.5373
110,860,2,83.3704
110,860,2,78.6712
110,860,2,83.959
110,860,2,76.6745
110,860,2,86.8169
110,870,2,106.734
110,870,2,73.5146
110,870,2,72.2318
110,870,2,71.9351
110,870,2,71.9502
110,870,2,72.2567
110,870,2,71.9789
110,870,2,72.2644
110,870,2,73.203
110,870,2,71.7209
110,870,2,76.2453
110,870,2,72.8622
110,870,2,73.6107
110,870,2,72.7642
110,870,2,73.8144
110,870,2,71.9974
110,870,2,71.6134
110,870,2,71.4543
110,870,2,72.1725
110,870,2,72.4949
110,880,2,81.6404
110,880,2,87.8101
110,880,2,82.1244
110,880,2,88.7971
110,880,2,87.6433
110,880,2,88.1664
110,880,2,86.0536
110,880,2,85.1272
110,880,2,84.0479
110,880,2,78.5297
110,880,2,89.2895
110,880,2,89.9593
110,880,2,80.4905
110,880,2,79.0618
110,880,2,76.7709
110,880,2,76.8699
110,880,2,76.8932
110,880,2,87.2775
110,880,2,87.436
110,880,2,87.6771
110,890,2,64.1168
110,890,2,69.401
110,890,2,76.8924
110,890,2,70.3176
110,890,2,70.3506
110,890,2,73.0194
110,890,2,70.1179
110,890,2,62.8547
110,890,2,65.0969
110,890,2,62.2392
110,890,2,61.5737
110,890,2,70.4688
110,890,2,60.4269
110,890,2,66.5682
110,890,2,75.1314
110,890,2,61.1263
110,890,2,62.9296
110,890,2,64.4712
110,890,2,62.2727
110,890,2,63.3875
110,900,2,100.55
110,900,2,81.6455
110,900,2,81.273
110,900,2,83.4718
110,900,2,81.7183
110,900,2,82.1662
110,900,2,77.9691
110,900,2,77.4187
110,900,2,77.4526
110,900,2,77.9054
110,900,2,77.4602
110,900,2,94.404
110,900,2,88.0842
110,900,2,105.558
110,900,2,83.5902
110,900,2,85.0795
110,900,2,86.887
110,900,2,101.138
110,900,2,88.8737
110,900,2,95.7208
110,910,2,82.567
110,910,2,84.0172
110,910,2,78.3882
110,910,2,78.8293
110,910,2,78.6004
110,910,2,99.8762
110,910,2,95.7663
110,910,2,80.1983
110,910,2,78.6078
110,910,2,79.7163
110,910,2,78.3173
110,910,2,78.3793
110,910,2,78.557
110,910,2,80.3739
110,910,2,80.1368
110,910,2,77.25
110,910,2,77.7786
110,910,2,77.0609
110,910,2,76.7985
110,910,2,77.1537
110,920,2,71.0159
110,920,2,69.9331
110,920,2,75.3259
110,920,2,86.6694
110,920,2,83.5031
110,920,2,74.6654
110,920,2,74.8548
110,920,2,78.4883
110,920,2,78.6779
110,920,2,76.0596
110,920,2,74.7408
110,920,2,85.1138
110,920,2,82.3764
110,920,2,73.433
110,920,2,72.7823
110,920,2,72.9134
110,920,2,73.0648
110,920,2,91.2048
110,920,2,70.4815
110,920,2,86.4156
110,930,2,70.3346
110,930,2,78.785
110,930,2,76.5601
110,930,2,69.3839
110,930,2,69.3737
110,930,2,71.3842
110,930,2,69.8715
110,930,2,76.7145
110,930,2,68.9793
110,930,2,80.9482
110,930,2,84.5879
110,930,2,70.0613
110,930,2,71.2148
110,930,2,73.7123
110,930,2,81.782
110,930,2,82.7346
110,930,2,73.8368
110,930,2,89.2395
110,930,2,84.3963
110,930,2,81.2062
110,940,2,61.4204
110,940,2,64.0419
110,940,2,55.4256
110,940,2,70.524
110,940,2,64.1145
110,940,2,55.1058
110,940,2,52.8582
110,940,2,54.7375
110,940,2,61.6051
110,940,2,51.9935
110,940,2,52.5826
110,940,2,51.317
110,940,2,51.4482
110,940,2,52.8391
110,940,2,53.6066
110,940,2,53.728
110,940,2,53.1538
110,940,2,62.4791
110,940,2,57.445
110,940,2,74.9402
110,950,2,78.5778
110,950,2,78.4745
110,950,2,71.5135
110,950,2,65.2057
110,950,2,62.6747
110,950,2,61.0452
110,950,2,68.7725
110,950,2,75.3403
110,950,2,76.6914
110,950,2,67.5523
110,950,2,65.1782
110,950,2,90.9438
110,950,2,67.9178
110,950,2,67.0323
110,950,2,76.3322
110,950,2,78.8674
110,950,2,69.1847
110,950,2,63.3176
110,950,2,63.0202
110,950,2,63.4343
110,960,2,89.7252
110,960,2,80.6701
110,960,2,79.0615
110,960,2,90.9947
110,960,2,81.4254
110,960,2,77.549
110,960,2,107.861
110,960,2,79.6076
110,960,2,79.1321
110,960,2,78.7671
110,960,2,78.4073
110,960,2,90.753
110,960,2,85.2298
110,960,2,84.6919
110,960,2,107.918
110,960,2,85.8621
110,960,2,89.5608
110,960,2,90.8423
110,960,2,84.7574
110,960,2,87.41
110,970,2,82.076
110,970,2,75.2726
110,970,2,80.6331
110,970,2,84.9966
110,970,2,89.8881
110,970,2,83.9373
110,970,2,76.173
110,970,2,78.7981
110,970,2,77.0957
110,970,2,72.99
110,970,2,73.2808
110,970,2,78.4161
110,970,2,71.8741
110,970,2,72.3683
110,970,2,80.0767
110,970,2,84.6162
110,970,2,89.2954
110,970,2,89.6028
110,970,2,90.305
110,970,2,86.4458
110,980,2,102.175
110,980,2,102.019
110,980,2,111.247
110,980,2,133.527
110,980,2,113.582
110,980,2,99.4898
110,980,2,98.645
110,980,2,117.123
110,980,2,111.134
110,980,2,97.4435
110,980,2,115.471
110,980,2,92.6072
110,980,2,116.902
110,980,2,90.2344
110,980,2,97.4958
110,980,2,90.6228
110,980,2,94.1577
110,980,2,96.0924
110,980,2,118.868
110,980,2,106.206
110,990,2,90.664
110,990,2,84.2965
110,990,2,88.1428
110,990,2,89.3921
110,990,2,92.8336
110,990,2,96.6164
110,990,2,87.3584
110,990,2,107.609
110,990,2,96.8611
110,990,2,90.7167
110,990,2,97.1084
110,990,2,105.523
110,990,2,96.2112
110,990,2,85.7374
110,990,2,81.6061
110,990,2,83.1427
110,990,2,83.7283
110,990,2,107.297
110,990,2,105.375
110,990,2,88.0386
110,1000,2,82.8754
110,1000,2,73.1821
110,1000,2,71.787
110,1000,2,72.0204
110,1000,2,74.6255
110,1000,2,70.0661
110,1000,2,74.4532
110,1000,2,84.6934
110,1000,2,72.4168
110,1000,2,74.6624
110,1000,2,83.2113
110,1000,2,77.6112
110,1000,2,84.1616
110,1000,2,88.1301
110,1000,2,74.8314
110,1000,2,80.41
110,1000,2,80.2447
110,1000,2,75.8836
110,1000,2,77.0561
110,1000,2,79.3439
120,0,0,0.188265
120,0,0,0.190228
120,0,0,0.196653
120,0,0,0.244091
120,0,0,0.271041
120,0,0,0.222053
120,0,0,0.218753
120,0,0,0.211928
120,0,0,0.19159
120,0,0,0.217515
120,0,0,0.978601
120,0,0,0.20089
120,0,0,0.194627
120,0,0,0.184052
120,0,0,0.405506
120,0,0,0.194477
120,0,0,0.192678
120,0,0,0.22234
120,0,0,0.191215
120,0,0,0.21319
120,10,1,3.07875
120,10,1,2.80868
120,10,1,1.62181
120,10,1,1.44744
120,10,1,2.84245
120,10,1,1.55325
120,10,1,1.68122
120,10,1,1.65339
120,10,1,1.52823
120,10,1,1.69775
120,10,1,1.6496
120,10,1,1.65895
120,10,1,1.40779
120,10,1,2.51611
120,10,1,2.74081
120,10,1,1.51891
120,10,1,1.62895
120,10,1,2.51826
120,10,1,1.40538
120,10,1,2.19358
120,20,1,5.25683
120,20,1,4.38571
120,20,1,2.65767
120,20,1,3.95482
120,20,1,2.57267
120,20,1,3.29486
120,20,1,3.01003
120,20,1,2.88013
120,20,1,2.62092
120,20,1,4.38341
120,20,1,2.92303
120,20,1,5.7384
120,20,1,3.05645
120,20,1,4.64767
120,20,1,2.78688
120,20,1,3.0022
120,20,1,2.87686
120,20,1,2.76836
120,20,1,2.94843
120,20,1,2.81561
120,30,1,5.21558
120,30,1,3.67833
120,30,1,3.90125
120,30,1,5.63609
120,30,1,4.01902
120,30,1,4.39902
120,30,1,5.06763
120,30,1,3.70282
120,30,1,4.15711
120,30,1,3.82581
120,30,1,3.74716
120,30,1,4.12281
120,30,1,3.71115
120,30,1,3.72354
120,30,1,4.42795
120,30,1,3.69434
120,30,1,3.83777
120,30,1,4.22677
120,30,1,4.09279
120,30,1,5.36241
120,40,1,6.80539
120,40,1,6.45547
120,40,1,4.92382
120,40,1,9.42657
120,40,1,6.65239
120,40,1,6.59054
120,40,1,6.5932
120,40,1,6.7019
120,40,1,6.68268
120,40,1,7.37683
120,40,1,6.70908
120,40,1,6.50759
120,40,1,6.67554
120,40,1,5.74906
120,40,1,11.8072
120,40,1,6.63417
120,40,1,7.49918
120,40,1,4.93237
120,40,1,5.37162
120,40,1,5.20192
120,50,1,7.44063
120,50,1,9.82535
120,50,1,6.41298
120,50,1,7.21852
120,50,1,10.9109
120,50,1,8.43139
120,50,1,7.71873
120,50,1,7.44854
120,50,1,7.91713
120,50,1,8.11391
120,50,1,6.27002
120,50,1,9.96931
120,50,1,7.65387
120,50,1,7.33532
120,50,1,9.20766
120,50,1,10.0119
120,50,1,7.6181
120,50,1,9.54903
120,50,1,6.03322
120,50,1,10.0123
120,60,2,15.7071
120,60,2,10.2132
120,60,2,11.5155
120,60,2,11.1392
120,60,2,7.18215
120,60,2,10.1852
120,60,2,9.5521
120,60,2,7.58526
120,60,2,7.72006
120,60,2,9.30315
120,60,2,11.7879
120,60,2,9.35997
120,60,2,13.3771
120,60,2,10.6408
120,60,2,8.37983
120,60,2,9.11761
120,60,2,12.4722
120,60,2,11.9834
120,60,2,7.29934
120,60,2,8.03765
120,70,1,8.39049
120,70,1,8.628
120,70,1,9.97807
120,70,1,12.2987
120,70,1,12.3738
120,70,1,8.0737
120,70,1,10.6133
120,70,1,7.65168
120,70,1,7.64738
120,70,1,9.60914
120,70,1,7.96112
120,70,1,9.36311
120,70,1,22.9437
120,70,1,11.4306
120,70,1,12.9146
120,70,1,7.66901
120,70,1,11.9843
120,70,1,10.195
120,70,1,21.4887
120,70,1,11.0229
120,80,2,9.61269
120,80,2,8.84453
120,80,2,8.9125
120,80,2,9.99239
120,80,2,8.8633
120,80,2,8.77354
120,80,2,10.1825
120,80,2,8.61112
120,80,2,8.56309
120,80,2,20.6106
120,80,2,20.8376
120,80,2,18.5251
120,80,2,21.6954
120,80,2,26.025
120,80,2,14.9554
120,80,2,11.7901
120,80,2,8.80392
120,80,2,21.7554
120,80,2,13.5125
120,80,2,9.47374
120,90,1,20.4369
120,90,1,22.4412
120,90,1,16.3815
120,90,1,26.975
120,90,1,31.7829
120,90,1,15.3268
120,90,1,17.5146
120,90,1,27.6621
120,90,1,14.1678
120,90,1,16.327
120,90,1,10.6544
120,90,1,18.9528
120,90,1,17.3559
120,90,1,15.4363
120,90,1,16.4756
120,90,1,21.1626
120,90,1,19.4716
120,90,1,14.7449
120,90,1,11.8643
120,90,1,10.0328
120,100,1,12.9507
120,100,1,12.7431
120,100,1,13.6589
120,100,1,27.4545
120,100,1,16.0941
120,100,1,16.3461
120,100,1,17.5572
120,100,1,17.6679
120,100,1,16.7599
120,100,1,21.6752
120,100,1,16.2093
120,100,1,16.9065
120,100,1,16.0309
120,100,1,16.9983
120,100,1,15.7617
120,100,1,28.8825
120,100,1,25.2794
120,100,1,15.7378
120,100,1,16.4388
120,100,1,19.4416
120,110,2,19.4036
120,110,2,21.7684
120,110,2,12.2544
120,110,2,12.4354
120,110,2,14.5298
120,110,2,12.4617
120,110,2,12.2192
120,110,2,15.5025
120,110,2,16.8585
120,110,2,16.6922
120,110,2,13.3274
120,110,2,16.6941
120,110,2,16.8864
120,110,2,13.1524
120,110,2,16.1131
120,110,2,13.4969
120,110,2,21.5808
120,110,2,13.0893
120,110,2,13.8881
120,110,2,16.9243
120,120,1,18.3789
120,120,1,22.9787
120,120,1,20.5695
120,120,1,24.7992
120,120,1,15.9211
120,120,1,21.9819
120,120,1,19.0605
120,120,1,19.5692
120,120,1,19.1269
120,120,1,19.8501
120,120,1,14.1133
120,120,1,16.8189
120,120,1,14.1487
120,120,1,17.2071
120,120,1,14.7142
120,120,1,23.1935
120,120,1,33.1094
120,120,1,17.0476
120,120,1,15.4837
120,120,1,24.1065
120,130,2,19.0784
120,130,2,14.7273
120,130,2,27.5023
120,130,2,26.5324
120,130,2,26.6221
120,130,2,19.8954
120,130,2,19.8103
120,130,2,20.6957
120,130,2,30.3664
120,130,2,17.2384
120,130,2,15.0538
120,130,2,32.8627
120,130,2,28.9016
120,130,2,25.6526
120,130,2,30.1955
120,130,2,15.5527
120,130,2,15.6029
120,130,2,16.4025
120,130,2,19.9415
120,130,2,21.0737
120,140,2,25.0352
120,140,2,17.4464
120,140,2,22.8367
120,140,2,17.928
120,140,2,17.8124
120,140,2,18.51
120,140,2,21.898
120,140,2,20.6515
120,140,2,19.9222
120,140,2,18.092
120,140,2,25.6906
120,140,2,26.4306
120,140,2,19.0835
120,140,2,20.6178
120,140,2,27.5918
120,140,2,18.1024
120,140,2,20.5552
120,140,2,16.6974
120,140,2,18.1741
120,140,2,17.7246
120,150,1,20.5511
120,150,1,19.3517
120,150,1,23.9115
120,150,1,20.7408
120,150,1,25.2146
120,150,1,19.499
120,150,1,21.441
120,150,1,24.9223
120,150,1,31.7346
120,150,1,18.3217
120,150,1,19.9738
120,150,1,26.6187
120,150,1,37.0201
120,150,1,20.7573
120,150,1,21.0821
120,150,1,24.5992
120,150,1,30.8459
120,150,1,24.6064
120,150,1,24.639
120,150,1,20.3517
120,160,1,18.3043
120,160,1,19.0189
120,160,1,26.7035
120,160,1,23.3234
120,160,1,29.0904
120,160,1,18.3479
120,160,1,22.8197
120,160,1,19.3374
120,160,1,20.7756
120,160,1,20.9213
120,160,1,20.0473
120,160,1,19.2469
120,160,1,20.4603
120,160,1,19.1182
120,160,1,28.4538
120,160,1,21.4199
120,160,1,24.1217
120,160,1,18.8144
120,160,1,30.1924
120,160,1,19.661
120,170,2,21.7006
120,170,2,20.5251
120,170,2,19.7452
120,170,2,22.4744
120,170,2,21.6353
120,170,2,24.949
120,170,2,25.1067
120,170,2,18.1036
120,170,2,22.8849
120,170,2,33.8439
120,170,2,18.1061
120,170,2,18.4159
120,170,2,23.5425
120,170,2,19.5453
120,170,2,18.8171
120,170,2,18.8071
120,170,2,21.0901
120,170,2,18.9148
120,170,2,19.376
120,170,2,19.9965
120,180,1,31.4433
120,180,1,29.258
120,180,1,22.1896
120,180,1,20.8842
120,180,1,30.4676
120,180,1,27.0544
120,180,1,22.6866
120,180,1,22.1081
120,180,1,20.1614
120,180,1,25.6546
120,180,1,24.4338
120,180,1,35.6164
120,180,1,26.9307
120,180,1,30.2468
120,180,1,20.4899
120,180,1,24.9146
120,180,1,28.9309
120,180,1,25.8983
120,180,1,30.8425
120,180,1,24.2974
120,190,1,21.326
120,190,1,22.2251
120,190,1,22.2637
120,190,1,29.0374
120,190,1,28.6789
120,190,1,32.4191
120,190,1,29.8745
120,190,1,23.1999
120,190,1,31.428
120,190,1,31.6478
120,190,1,21.1931
120,190,1,22.7686
120,190,1,41.4731
120,190,1,24.9093
120,190,1,35.1132
120,190,1,20.7133
120,190,1,25.2815
120,190,1,24.2488
120,190,1,23.7969
120,190,1,24.9337
120,200,2,28.4719
120,200,2,22.5258
120,200,2,28.6434
120,200,2,31.2474
120,200,2,19.9263
120,200,2,22.9153
120,200,2,24.5873
120,200,2,27.6806
120,200,2,22.2889
120,200,2,25.3436
120,200,2,23.777
120,200,2,19.8563
120,200,2,24.2026
120,200,2,25.5206
120,200,2,29.4419
120,200,2,25.0392
120,200,2,30.567
120,200,2,44.2683
120,200,2,37.4555
120,200,2,53.2315
120,210,1,35.8379
120,210,1,30.1511
120,210,1,27.1333
120,210,1,30.7259
120,210,1,27.2759
120,210,1,32.0485
120,210,1,26.9684
120,210,1,27.1442
120,210,1,27.375
120,210,1,33.7111
120,210,1,21.6747
120,210,1,27.0305
120,210,1,30.7248
120,210,1,26.7969
120,210,1,36.2152
120,210,1,26.5241
120,210,1,31.7891
120,210,1,32.5017
120,210,1,25.7637
120,210,1,49.7882
120,220,1,33.3137
120,220,1,31.0094
120,220,1,46.1883
120,220,1,50.9979
120,220,1,42.4147
120,220,1,25.9628
120,220,1,28.3936
120,220,1,35.5364
120,220,1,29.2267
120,220,1,24.654
120,220,1,26.7522
120,220,1,24.4454
120,220,1,24.7027
120,220,1,23.1857
120,220,1,29.6005
120,220,1,26.1129
120,220,1,24.3785
120,220,1,27.9742
120,220,1,23.3902
120,220,1,20.8871
120,230,1,26.354
120,230,1,24.8542
120,230,1,32.5087
120,230,1,26.1954
120,230,1,26.0562
120,230,1,31.9742
120,230,1,31.2322
120,230,1,30.708
120,230,1,30.9692
120,230,1,27.6326
120,230,1,29.4484
120,230,1,25.1054
120,230,1,39.3108
120,230,1,38.5243
120,230,1,24.9687
120,230,1,33.9455
120,230,1,28.1131
120,230,1,28.2596
120,230,1,27.487
120,230,1,38.0821
120,240,2,23.2006
120,240,2,24.2175
120,240,2,23.3809
120,240,2,24.0015
120,240,2,23.132
120,240,2,24.1477
120,240,2,23.169
120,240,2,24.154
120,240,2,23.2159
120,240,2,24.272
120,240,2,23.089
120,240,2,24.5241
120,240,2,23.35
120,240,2,23.1247
120,240,2,23.0422
120,240,2,23.3161
120,240,2,23.1583
120,240,2,23.2746
120,240,2,23.1705
120,240,2,23.2279
120,250,2,27.8506
120,250,2,27.7734
120,250,2,27.8327
120,250,2,27.8491
120,250,2,27.7349
120,250,2,27.9401
120,250,2,27.888
120,250,2,28.0259
120,250,2,28.1078
120,250,2,27.9246
120,250,2,28.5656
120,250,2,28.4497
120,250,2,28.7828
120,250,2,28.2361
120,250,2,28.1351
120,250,2,33.8078
120,250,2,36.6444
120,250,2,35.8135
120,250,2,43.7923
120,250,2,27.9299
120,260,1,46.6378
120,260,1,28.3897
120,260,1,38.1697
120,260,1,28.5416
120,260,1,30.9762
120,260,1,41.8865
120,260,1,33.365
120,260,1,38.7761
120,260,1,36.7448
120,260,1,28.784
120,260,1,33.5875
120,260,1,28.2281
120,260,1,27.5681
120,260,1,25.9811
120,260,1,27.2781
120,260,1,26.1271
120,260,1,31.532
120,260,1,33.5182
120,260,1,31.0703
120,260,1,32.5116
120,270,2,31.4912
120,270,2,32.6707
120,270,2,45.5461
120,270,2,36.0209
120,270,2,37.9719
120,270,2,37.0774
120,270,2,42.3592
120,270,2,47.0218
120,270,2,36.4763
120,270,2,31.5585
120,270,2,45.5086
120,270,2,46.4326
120,270,2,29.4662
120,270,2,29.834
120,270,2,35.8451
120,270,2,33.422
120,270,2,30.7329
120,270,2,31.6836
120,270,2,30.9371
120,270,2,31.4742
120,280,2,28.4037
120,280,2,30.2139
120,280,2,27.7901
120,280,2,35.2202
120,280,2,28.3564
120,280,2,29.4759
120,280,2,46.0463
120,280,2,28.5712
120,280,2,33.9633
120,280,2,43.3252
120,280,2,27.5263
120,280,2,29.4809
120,280,2,28.3273
120,280,2,31.3817
120,280,2,32.4043
120,280,2,30.3073
120,280,2,35.823
120,280,2,30.1064
120,280,2,31.5947
120,280,2,30.9086
120,290,2,34.239
120,290,2,33.5558
120,290,2,35.6878
120,290,2,31.3364
120,290,2,32.527
120,290,2,30.7991
120,290,2,31.6705
120,290,2,55.919
120,290,2,36.8646
120,290,2,47.1109
120,290,2,31.5881
120,290,2,53.2009
120,290,2,46.004
120,290,2,45.0782
120,290,2,41.7152
120,290,2,47.0948
120,290,2,45.508
120,290,2,40.3343
120,290,2,37.346
120,290,2,37.3302
120,300,1,42.8736
120,300,1,41.0092
120,300,1,31.6184
120,300,1,29.9607
120,300,1,33.7111
120,300,1,30.1177
120,300,1,30.0157
120,300,1,31.0942
120,300,1,30.5481
120,300,1,33.0637
120,300,1,30.616
120,300,1,38.3377
120,300,1,42.7353
120,300,1,31.3761
120,300,1,38.3088
120,300,1,40.1092
120,300,1,33.2258
120,300,1,30.3452
120,300,1,30.7491
120,300,1,44.2689
120,310,1,43.8219
120,310,1,45.5014
120,310,1,38.3168
120,310,1,38.2877
120,310,1,32.7555
120,310,1,32.5019
120,310,1,34.2598
120,310,1,34.1593
120,310,1,37.9923
120,310,1,41.888
120,310,1,47.0326
120,310,1,40.6965
120,310,1,49.371
120,310,1,50.6549
120,310,1,46.1642
120,310,1,34.6216
120,310,1,40.758
120,310,1,31.9395
120,310,1,42.066
120,310,1,39.6252
120,320,2,46.2358
120,320,2,46.3744
120,320,2,41.614
120,320,2,43.8851
120,320,2,37.6158
120,320,2,29.5673
120,320,2,37.2246
120,320,2,36.1042
120,320,2,48.0531
120,320,2,35.005
120,320,2,38.593
120,320,2,40.0977
120,320,2,38.3224
120,320,2,31.0184
120,320,2,29.7738
120,320,2,29.156
120,320,2,29.1484
120,320,2,46.3909
120,320,2,61.4401
120,320,2,39.8628
120,330,2,37.7626
120,330,2,52.7898
120,330,2,42.4205
120,330,2,60.5952
120,330,2,55.9147
120,330,2,57.6402
120,330,2,69.8219
120,330,2,53.2586
120,330,2,68.6297
120,330,2,104.142
120,330,2,40.8946
120,330,2,39.4364
120,330,2,68.2987
120,330,2,34.4579
120,330,2,44.0632
120,330,2,40.9436
120,330,2,36.0975
120,330,2,53.1892
120,330,2,54.7253
120,330,2,34.4786
120,340,2,34.3363
120,340,2,46.2166
120,340,2,45.5932
120,340,2,58.0487
120,340,2,99.5106
120,340,2,54.5035
120,340,2,84.7497
120,340,2,57.5417
120,340,2,67.5786
120,340,2,50.2067
120,340,2,44.4708
120,340,2,38.3867
120,340,2,38.7178
120,340,2,40.1824
120,340,2,45.011
120,340,2,47.8399
120,340,2,42.9875
120,340,2,47.9054
120,340,2,34.9105
120,340,2,35.3663
120,350,1,38.9592
120,350,1,37.1496
120,350,1,44.2904
120,350,1,50.3556
120,350,1,46.654
120,350,1,44.0676
120,350,1,52.3258
120,350,1,49.4538
120,350,1,44.6814
120,350,1,46.6395
120,350,1,49.7322
120,350,1,44.3903
120,350,1,45.4453
120,350,1,51.1483
120,350,1,48.4213
120,350,1,49.9449
120,350,1,64.9938
120,350,1,71.3643
120,350,1,48.2945
120,350,1,53.3047
120,360,2,60.0949
120,360,2,55.2493
120,360,2,51.1974
120,360,2,64.6537
120,360,2,62.9183
120,360,2,63.6906
120,360,2,57.3355
120,360,2,56.3772
120,360,2,59.8473
120,360,2,59.7111
120,360,2,51.083
120,360,2,43.4727
120,360,2,41.7698
120,360,2,39.3386
120,360,2,40.6162
120,360,2,44.8272
120,360,2,63.6083
120,360,2,42.7342
120,360,2,45.9544
120,360,2,43.4965
120,370,2,46.928
120,370,2,55.8776
120,370,2,46.862
120,370,2,40.9427
120,370,2,54.7369
120,370,2,42.4559
120,370,2,50.0889
120,370,2,64.3367
120,370,2,69.5425
120,370,2,61.096
120,370,2,58.3897
120,370,2,56.1924
120,370,2,65.7883
120,370,2,42.7686
120,370,2,42.8387
120,370,2,42.2895
120,370,2,45.8948
120,370,2,51.9287
120,370,2,58.7362
120,370,2,58.5649
120,380,1,63.2831
120,380,1,57.0273
120,380,1,49.3434
120,380,1,50.8587
120,380,1,70.6829
120,380,1,57.6744
120,380,1,51.3017
120,380,1,54.5583
120,380,1,44.1879
120,380,1,54.8418
120,380,1,56.6698
120,380,1,58.6763
120,380,1,75.5552
120,380,1,55.8391
120,380,1,53.0553
120,380,1,44.8642
120,380,1,44.1067
120,380,1,68.1982
120,380,1,42.3121
120,380,1,48.8369
120,390,1,36.1398
120,390,1,38.0352
120,390,1,38.9103
120,390,1,41.0457
120,390,1,37.1866
120,390,1,32.322
120,390,1,49.1369
